num_frame,fps
0,10.2750948674795
1,6.779735974770994
2,7.581798494957583
3,11.797659765976597
4,12.161280408246107
5,11.814208696925824
6,12.052147477249413
7,12.284089245025509
8,12.465388318929136
9,12.562460314607819
10,12.348573127754602
11,12.762415372210135
12,12.802539566259176
13,12.714597081978047
14,12.116767825004262
15,12.658266661435526
16,9.29790601682103
17,8.089834241782489
18,9.077361912470622
19,9.25798868550062
20,12.625497804093206
21,12.659527460189064
22,12.898764034923163
23,12.730032991280225
24,12.790982919145744
25,8.667815678640363
26,14.568512896749588
27,8.529047292721959
28,9.701828039813009
29,7.17958093047061
30,6.988934156481458
31,7.467944825965341
32,5.5381462682941
33,5.156812794460455
34,8.424107187688922
35,8.190192398943202
36,8.000167850201326
37,6.003458107659365
38,7.859182059728453
39,8.135243962046038
40,8.831656900047799
41,9.01159777755815
42,8.975324994917775
43,9.121819882125225
44,7.360610426600167
45,7.733930761075001
46,6.089981153498799
47,5.321788823784667
48,5.016882007755628
49,7.102260739401143
50,6.100379900748748
51,5.332370508051373
52,5.885148303687562
53,6.486465086356213
54,5.9485911058415075
55,7.225018733043366
56,6.556806688270982
57,7.245662677867781
58,5.83306191303332
59,6.427086813015057
60,6.091015894453279
61,5.404640902202934
62,4.62803920638301
63,4.320216716193459
64,4.477468033366142
65,3.89703432467915
66,4.297389786191153
67,3.877235326689327
68,2.989037427248154
69,4.0870993831792095
70,4.221142020969323
71,3.1296081707146914
72,3.092284814620124
73,4.235767932289178
74,4.025239899002016
75,4.18817669749157
76,3.2309358558586316
77,4.267973490418107
78,3.226008015979658
79,4.372560160044536
80,3.8597593576736373
81,3.4371032744353447
82,3.23639812064856
83,3.385563884770022
84,3.655131846230668
85,3.326370719908004
86,3.516168676678442
87,3.2615852145965967
88,2.929247117931713
89,3.0507911916062045
90,3.1010893690768238
91,3.6612290502793297
92,2.5002646726404794
93,3.8251432500782028
94,3.4377568500168025
95,3.6068895713065814
96,3.583760266036891
97,3.7390786522463157
98,3.308217730257035
99,3.1954362056145396
100,3.1737234142369846
101,3.4572922642716306
102,3.036397937657727
103,2.787135186858753
104,2.881754266150636
105,2.6710701528589653
106,3.132076063458401
107,2.945367877452364
108,2.5105986392033226
109,3.8827591697385206
110,3.3049514733704357
111,3.301101782890765
112,3.4141140674259005
113,3.2424352526272338
114,3.5330957328789103
115,3.336192037467
116,3.382028650818353
117,3.392220295556303
118,3.831247339604407
119,3.5463833147740886
120,3.6323943832738372
121,3.6565402778734324
122,3.3475804031490832
123,3.706505621214451
124,3.6448437975233543
125,3.5926162269299917
126,3.5284234541552713
127,4.212975909229706
128,2.937019022717183
129,4.486241691855826
130,4.4492457833881405
131,4.9861316176767785
132,4.958978481910617
133,4.716400053075334
134,3.828449690661049
135,5.01804642971655
136,4.431935518638351
137,4.4747213636989205
138,4.672553910390165
139,4.003268048715306
140,4.59811506294269
141,4.2224168513965985
142,4.4212279455323955
143,5.0678491596486355
144,5.078710677354516
145,4.539000215354214
146,4.752757793493251
147,4.608011250027466
148,4.710441170359839
149,5.8372832575079645
150,4.354515327945781
151,4.6379929583694555
152,5.018989166996734
153,4.251951964737916
154,4.434142324172147
155,4.647896907056556
156,4.3165175617251235
157,4.121643545928821
158,4.204917211040667
159,5.4971074780931115
160,4.9507428526912545
161,5.042545952490013
162,5.3226532658215
163,5.53194486393378
164,5.908061228658077
165,5.859455895213588
166,5.553170333867779
167,5.1055223043055395
168,6.752970914740664
169,5.978581864572272
170,7.123599245911106
171,5.765881487693059
172,7.249281864973331
173,4.771698619788941
174,5.813577058964582
175,5.991546161131483
176,4.968689102727368
177,6.326832483833354
178,6.543008504982559
179,6.2734230454558375
180,8.646373692521449
181,5.8020929733917095
182,7.978163405443551
183,7.580318625014685
184,8.041011169178741
185,8.482149140723903
186,9.536540446643354
187,8.239748699986052
188,8.612445457438834
189,6.959663756784517
190,7.144543014049575
191,9.608569654790077
192,10.751069518031215
193,11.042553135473408
194,8.835135761380153
195,8.663017750257145
196,9.187698926427068
197,9.323016668630123
198,8.008737560051632
199,7.153267342943098
200,8.78682699962291
201,10.102983223133528
202,7.172533615608108
203,7.604948479029886
204,6.891227055553
205,8.144168914208933
206,5.88964388070474
207,6.1326330687846164
208,8.819344800033644
209,6.589678489731279
210,6.494479937320579
211,6.3822563612515255
212,6.842972186329405
213,6.950345255001516
214,7.634557977662254
215,7.612913062260185
216,5.22562238208317
217,8.558406790728045
218,5.870264520643807
219,6.480982615104818
220,4.9308090925335515
221,5.033480902600683
222,5.388421258183538
223,5.493399623060128
224,7.080440056112725
225,5.495688542568845
226,5.833362076159217
227,6.538734595567889
228,6.52708372237784
229,5.484513974428379
230,7.095064263699383
231,6.189255911757111
232,8.728495619420224
233,6.153705306709312
234,6.880092646511239
235,7.355653569267733
236,7.325284371239602
237,7.898237995793185
238,7.966207797733005
239,10.238850129135889
240,9.829678133012107
241,7.8938083076593
242,11.71203985267467
243,8.041627841878622
244,6.739894907682666
245,8.09119196572392
246,8.22630304100105
247,8.156363700006029
248,8.456241015643114
249,6.75006920170204
250,9.550872814547972
251,7.056532287099629
252,8.915306475988446
253,7.857577216551047
254,7.018017294460954
255,7.0474855876427585
256,7.483908265425743
257,8.19078418047321
258,10.669814296616638
259,6.764690038691739
260,6.898004427296619
261,12.723043602235016
262,6.273113416370532
263,8.224512526079659
264,12.336950223396151
265,6.4430513332954416
266,7.120684649874115
267,6.921270886894763
268,6.327328790578183
269,7.127957446085346
270,6.331560101684067
271,5.298039210732742
272,5.787817485835088
273,8.26414990246882
274,6.968081059124717
275,7.052355827271841
276,5.521647264191803
277,7.411347693177602
278,6.289245330266412
279,7.391117556773026
280,10.142046059058508
281,7.802369188642181
282,10.657614026172023
283,9.012972668647915
284,7.257183987597586
285,8.185461223358685
