num_frame,fps
286,6.904272305570096
287,6.426161190883295
288,6.796687786618269
289,8.161474173744685
290,10.468774413514073
291,7.839967102188826
292,8.162585993830824
293,6.722632182950051
294,11.232225635147838
295,7.876642021862952
296,8.112114683139861
297,8.09284682011218
298,4.962240489136865
299,5.0426732647079335
300,8.161108927536006
301,6.30981440501138
302,5.226657760974375
303,6.172750913556845
304,6.55956510451692
305,7.487662497634613
306,6.34821539383629
307,5.784018291287092
308,5.501707845596067
309,6.462449173917264
310,8.227706962638639
311,8.039685643089898
312,6.748689861126084
313,11.582507649313495
314,8.259365449447053
315,8.277245933214532
316,9.22948821202079
317,10.865762892767304
318,9.565902787914172
319,9.078835551649721
320,8.129409894910669
321,7.2448992282340585
322,10.735631830863344
323,10.436577627928388
324,12.397885950080992
325,9.387514659934288
326,10.78440719628307
327,10.682505036509921
328,10.549531920459176
329,10.895937569815713
330,10.583872498056989
331,10.841188360395568
332,11.16459530609909
333,10.47591264211641
334,10.868550343083397
335,10.901204919481438
336,11.070445583492138
337,13.294486072547006
338,10.761247947454844
339,10.691681791300446
340,10.692390445356514
341,10.586463736291472
342,10.87097292561932
343,10.467285241548666
344,10.940416352572012
345,10.721471552072309
346,5.7171146611417045
347,13.326588970934
348,10.12324654135411
349,12.88639959690675
350,10.717690829551495
351,11.018070532606554
352,11.971446430661121
353,10.76834838242581
354,11.502683490704454
355,13.642320002081652
356,10.593415585891623
357,10.611747977867228
358,9.16719631765071
359,10.636802596875635
360,13.361613471505892
361,9.175940389150686
362,10.429207621671486
363,13.027245282081227
364,11.305127368877844
365,14.188400453292289
366,8.167322562491846
367,13.317956664211142
368,8.624700552936073
369,7.458927301180823
370,7.540145578620185
371,9.743047489848824
372,9.060067740374645
373,9.028959893571907
374,13.273281940277725
375,11.043250914280147
376,11.184243998304085
377,12.238353398420859
378,11.95837396148736
379,13.113264885009317
380,12.598307131314467
381,10.630170871286426
382,11.784732095192604
383,9.526165530680705
384,11.374198657106596
385,8.996327945365318
386,9.25782520885985
387,12.565207622459955
388,10.85187513744971
389,11.862356857410324
390,11.872026901184004
391,11.783805044698795
392,12.925436055469953
393,11.617347758407702
394,11.083961396573047
395,11.8735392698614
396,13.631457329221009
397,10.612177565245993
398,12.673757493714948
399,12.434383291582053
400,12.45890848386014
401,7.96752433869972
402,7.2604627733511515
403,9.035086509960708
404,12.364663327604454
405,12.263329629846208
406,9.26791025318078
407,9.126603404494212
408,9.160349090146678
409,7.380569779513981
410,9.184097816471494
411,8.731748242431056
412,12.100024232912912
413,12.374804905897522
414,14.368237329359573
415,10.848619190369897
416,12.491821636625724
417,6.2350197190133505
418,9.36046794484107
419,9.352557384506294
420,9.299410902624887
421,12.312613202368407
422,9.178832004972055
423,8.953445033375528
424,12.34214150354877
425,9.031234523773637
426,9.558665074430943
427,11.900321461301223
428,12.025609193161324
429,13.582546688644143
430,8.67669151156705
431,9.109042143097588
432,9.21140778937844
433,9.34314061810843
434,12.314637619460063
435,11.827034404193585
436,7.746915495663224
437,13.816459303034197
438,10.142953528132928
439,12.434088395988415
440,10.539246676885192
441,12.67111563594179
442,10.780969908520051
443,9.308698363660978
444,10.772137269304459
445,10.835782876363739
446,12.141109178117484
447,12.536401948770063
448,8.957001394491652
449,7.877485247219416
450,8.465679546592176
451,12.2482887513141
452,8.712395465063624
453,11.842462059716242
454,11.616350337470124
455,13.035342673512263
456,12.403862248443716
457,10.767740196393042
458,8.026392939429428
459,8.689832348529423
460,8.992778854565103
461,9.045784223863699
462,7.402570768494938
463,9.969253001968037
464,8.118395329841555
465,7.095880491972458
466,11.180249125023657
467,11.060257421095239
468,8.44185924813725
469,8.840107658552933
470,9.14495025586126
471,10.656368459029055
472,11.279771301328786
473,9.06208395539721
474,11.303421233476614
475,11.600190280220813
476,12.943704828386444
477,12.209425668791663
478,7.934050385324016
479,8.882925011012842
480,13.597121275974974
481,10.440110616330097
482,10.08345534055039
483,7.960115009062183
484,7.363776497315594
485,6.185312937338797
486,7.320004467776164
487,8.043185361466461
488,6.343769898467714
489,5.2236634480903374
490,6.340442256876629
491,9.286439548420379
492,6.635318089344078
493,7.382076617374255
494,6.510023529996088
495,6.839981474354374
496,6.374864730129008
497,6.335481259270672
498,6.842536808189568
499,7.154707196834007
500,6.405815827052454
501,6.940844921255087
502,6.7406314585000695
503,8.33900758289693
504,7.2088383508528295
505,7.461700624965531
506,7.01278394366103
507,5.750695133789261
508,5.832615781686302
509,6.848245774445519
510,6.263511344138128
511,6.6180223109329885
512,5.619348235004099
513,6.975045316215722
514,6.50001549724459
515,7.134577569724639
516,6.029200836609575
517,7.131229597388466
518,7.449283187223824
519,8.058344796846061
520,9.02559865034688
521,7.9667979174620545
522,9.876689264765098
523,6.664480290838831
524,7.5526368388545455
525,8.028144320030625
526,5.483373926185069
527,6.478389941769767
528,7.177664262306304
529,5.934392504587714
530,6.608241900212382
531,7.425202788586481
532,7.942178165326971
533,6.444249147282058
534,7.268666415961486
535,7.924816064633395
536,6.859725990654832
537,8.1798420706723
538,7.52350971222957
539,5.605207627554668
540,6.937618885363909
541,7.144774250696284
542,8.375926846754014
543,8.955796504204265
544,7.89578470203762
545,8.429050584705417
546,7.954423734856588
547,7.363143065296199
548,8.13794307733202
549,7.928066610590782
550,8.34028439223141
551,9.39773699894692
552,8.170170326159791
553,7.986305830113845
554,10.474055243265651
555,11.775501208628004
556,7.776763365459137
557,11.173101256549803
558,10.830774315830789
559,7.990992209633077
560,8.07733963964658
561,8.261187444850624
562,7.8931249729481525
563,11.528133863981179
564,12.480856040159615
565,9.86720931600306
566,11.039239889984076
567,13.233413683001627
568,10.853756618137968
569,10.75465321705953
570,10.124834946253431
571,13.137909864307819
572,10.71128612945569
573,10.150710425626144
574,11.380401839616882
575,11.30802288401085
576,11.2462903874514
577,11.558281870465136
578,12.20512671285694
579,10.369261348746829
580,10.344965025996192
581,11.048632587152483
582,13.003900267252018
583,10.756390792335152
584,10.258458212163976
585,11.168697958411997
586,11.169025111176204
587,11.575315510736885
588,12.857601804961192
589,10.731182135437455
590,12.334229269468967
591,10.79228795874835
592,10.868353203651543
593,11.478570236150222
594,11.47000076570516
595,12.286212260130117
596,10.373826413003691
597,13.175258444401864
598,10.63275787765863
599,12.369038947557778
600,9.00836553186097
601,11.587947639755328
602,11.324234643598654
603,11.418975797010699
604,12.722464715463923
605,10.636559826946534
606,10.603351164413343
607,12.54480089488135
608,10.507457900564667
609,11.08188214530111
610,10.559438482008213
611,11.239750567440314
612,11.361381686585116
613,13.173561817656445
614,10.7710307493978
615,12.393453279713027
616,10.761247947454844
617,12.302681520329925
618,9.52000326843374
619,10.949755906539616
620,11.638268648599153
621,11.642436018431132
622,11.611237224135449
623,11.478350346186476
624,10.567925621708786
625,12.102468216732166
626,12.300192084927932
627,10.654311203235181
628,11.415091104549104
629,5.849151906554229
630,6.520032022633473
631,7.080726928953077
632,8.429219981872663
633,8.993010231648642
634,9.169280545657259
635,9.25406683890839
636,9.247211596759081
637,9.628399193789054
638,8.3506625891947
639,6.778048729248376
640,7.452115543837081
641,7.072858313631719
642,8.016881250191137
643,6.8103391445963695
644,9.030592845377916
645,8.936276650822295
646,6.749037358379447
647,7.119959395067995
648,6.798053764591093
649,8.719042263710085
650,7.526317772773356
651,8.509096810841516
652,6.757333608289942
653,6.440627370528818
654,6.4832967508578845
655,6.955162847463473
656,7.005334624956157
657,7.606010379982809
658,6.574278159272838
659,8.08864855691535
660,10.96171778628029
661,9.32417730214236
662,7.568445802198912
663,8.768842550682704
664,9.162850545383844
665,6.774939386939884
666,7.192976980369089
667,8.730457805845694
668,13.029997266197778
669,9.77485894600446
670,12.745312775383942
671,10.532974056206948
672,10.986871195213697
673,9.205201417770413
674,8.159965759421024
675,7.916320329162184
676,7.869193982022615
677,11.523224730553563
678,11.167657145291498
679,11.759983625816256
680,12.132961136261734
681,12.60224384205371
682,10.122611318933268
683,11.142262081863391
684,11.544633813361518
685,8.937895293134899
686,9.286151707097835
687,9.374820351317945
688,6.914231173108656
689,9.830069771093628
690,7.233179850656182
691,8.398097850571146
692,8.931062898318041
693,8.201691451813177
694,12.929181334500594
695,6.685769301886672
696,11.984376294713142
697,8.249472398526454
698,7.239659550082765
699,9.019077600591768
700,9.624289818358712
701,6.687453562716242
702,8.677122317041635
703,8.63322170375417
704,8.847174762278415
705,7.106014939508375
706,7.326845509793749
707,7.202413681190081
708,8.63322170375417
709,8.11286784759591
710,8.603206379941255
711,8.603647567297022
712,8.68828430214975
713,9.809608228808782
714,7.800642381162275
715,8.282394572008561
716,8.588531844270939
717,8.63371929066189
718,7.076283010559667
719,9.205585282666046
720,7.7058822448690885
721,7.881615219397064
722,8.888252209717033
723,8.445973048948458
724,6.674162488324245
725,6.881040776316761
